Item,Mean,Var,Alpha,Beta,Beta_Params,Mixed_Means,Mixed_Stds,Raw_Distrib,Discrete_Distrib,Sentence
59303:31,0.1488888888888889,0.020654320987654323,0.7212970058194518,0.9898268267939865,(0.7212970058194518  0.9898268267939865),[0.03389892 0.28921799],[0.015236837977282413  0.06880007854309239],[0.06  0.44  0.18  0.05  0.02  0.27  0.04  0.0  0.28],[0.44444444 0.33333333 0.         0.11111111 0.         0. 0.        ],"and, if i'd of probably had three or four children, i don't see how  we could have made it, you know, without me working ."
12588:15,0.5522222222222222,0.17672839506172838,0.07327890884143466,0.05720396054146981,(0.07327890884143466  0.05720396054146981),[0.924  0.0875],[0.037047271044228336  0.05229603064019683],[0.04  0.21  0.08  0.91  1.0  0.92  0.02  0.95  0.84],[0.33333333 0.11111111 0.         0.         0.         0.11111111 0.44444444],"they could either fight or die."
117171:43,0.6111111111111112,0.15056543209876544,0.31216085215271194,0.20480973736990687,(0.31216085215271194  0.20480973736990687),[0.93430447 0.21008454],[0.03848450874487126  0.1471159552044202],[0.51  0.01  0.97  0.93  0.03  0.28  0.96  0.98  0.83],[0.22222222 0.11111111 0.         0.11111111 0.         0.11111111 0.44444444],"well, i don't know if we've talked our full three minutes or not."
151277:32,0.6100000000000001,0.10371111111111112,1.2817035449115517,0.7296280036456957,(1.2817035449115517  0.7296280036456957),[0.92223546 0.39202406],[0.04562263549407998  0.16975793399785488],[0.95  0.5  0.0  0.56  0.53  1.0  0.82  0.23  0.9],[0.         0.11111111 0.         0.33333333 0.         0.11111111 0.33333333],"and i'm not sure if our policy covers that or not."
54571:48,0.4166666666666667,0.1405111111111111,0.2642380618109694,0.338677158311919,(0.2642380618109694  0.338677158311919),[0.0987462  0.77567721],[0.07021824990611593  0.15003965718642862],[0.87  0.5  0.06  0.07  0.1  0.0  0.31  1.0  0.84],[0.33333333 0.         0.11111111 0.11111111 0.         0.11111111 0.22222222],"a lot of things we try  to catch  like at the dollar theater or matinees."
153824:74,0.29555555555555557,0.1368246913580247,0.13411857332819976,0.2946640862791009,(0.13411857332819976  0.2946640862791009),[0.11285933 0.93500064],[0.11069940052952154  0.04596737818701198],[0.09  0.11  0.1  0.0  0.01  0.48  0.87  0.0  1.0],[0.44444444 0.         0.         0.11111111 0.         0. 0.22222222],"around this time of year you expect it up here to get down to about, uh, i don't know, ten or twenty degrees."
6625:69,0.44111111111111106,0.17516543209876548,0.11660654571404049,0.1350060064884508,(0.11660654571404049  0.1350060064884508),[0.076      0.89749999],[0.04746051047426847  0.0823703752376282],[0.04  1.0  0.04  0.2  0.89  0.01  0.99  0.71  0.09],[0.44444444 0.11111111 0.         0.         0.11111111 0. 0.33333333],"i, i, i guess, in my own, having had the whole three or four minutes to, you know, give it a great deal of thought , you know, um, i, i think i agree with you one hundred percent about it being some sort of voluntary,"
14875:209,0.4555555555555555,0.10451358024691358,1.125058818825311,0.8467168485863517,(1.125058818825311  0.8467168485863517),[0.92512909 0.3422864 ],[0.04999799222445063  0.1767783936878609],[0.2  0.44  0.67  0.39  0.85  0.02  0.99  0.52  0.02],[0.22222222 0.11111111 0.11111111 0.22222222 0.11111111 0.11111111 0.11111111],"but the guy at the very top, the one who 's, who 's really making the millions and the millions is the one who  also many times is part of the power structure, uh, the, uh, and had the political uh, pull to keep things from, uh, keep the interest or the emphasis in some other direction, other than on the drug dealing,"
1036:63,0.4488888888888889,0.15940987654320984,0.13883593662179175,0.17079731989053729,(0.13883593662179175  0.17079731989053729),[0.102      0.88249999],[0.05906352582200356  0.07589384297976169],[0.06  0.96  0.0  0.91  0.18  0.96  0.7  0.05  0.22],[0.22222222 0.22222222 0.         0.         0.11111111 0. 0.33333333],"and i guess that turns out  to be the basic problem with any invasion of privacy is whether or not you're feeling, threatened as a result of, of it."
174625:55,0.7144444444444444,0.11573580246913578,0.6446717048665667,0.25988493092459597,(0.6446717048665667  0.25988493092459597),[0.93929918 0.27459497],[0.047504599207210896  0.14306758553697063],[0.0  0.45  0.35  0.99  0.98  0.94  1.0  0.92  0.8],[0.         0.         0.11111111 0.11111111 0.         0.11111111 0.55555556],"if i, if i elicit good behavior i'm out in maybe five or ten."
128489:81,0.5977777777777777,0.1406395061728395,0.4591177239806993,0.37652353336414524,(0.4591177239806993  0.37652353336414524),[0.98500369 0.28817794],[0.01174624870297798  0.1362524209468935],[0.44  1.0  0.98  1.0  0.0  0.19  0.26  0.55  0.96],[0.         0.22222222 0.         0.22222222 0.         0. 0.44444444],"but if you do some basic exercises and you say every morning, just like brushing your teeth you're going  to spend fifteen minutes or a half hour."
8967:44:00,0.5444444444444446,0.18031358024691357,-3.7980587751271805e-06,-4.9545277920932e-06,(-3.7980587751271805e-06  -4.9545277920932e-06),[0.91799999 0.0775    ],[0.053371339542918395  0.055316137870169584],[1.0  0.2  0.0  1.0  0.89  0.8  0.02  0.09  0.9],[0.22222222 0.11111111 0.         0.         0.         0.11111111 0.44444444],"if we have a problem with our connection and get disconnected  some time or other, don't worry about it."
66791:42,0.44777777777777783,0.14666172839506172,1.3205883612275726,0.9312558981200699,(1.3205883612275726  0.9312558981200699),[0.11599999 0.86249987],[0.04418709995949039  0.08809038034789159],[0.09  0.66  0.19  0.9  0.07  0.04  0.19  0.89  1.0],[0.33333333 0.22222222 0.         0.         0.11111111 0. 0.33333333],"i think that's considered  exercise whether you want it or not."
2400:31:00,0.4888888888888888,0.14167654320987652,0.3903657094315176,0.40948114854714596,(0.3903657094315176  0.40948114854714596),[0.19596121 0.87475618],[0.1457380074457913  0.07219659661680933],[0.06  0.36  0.7  0.03  0.92  0.88  0.0  0.98  0.47],[0.22222222 0.         0.11111111 0.11111111 0.11111111 0. 0.33333333],"you could almost label everything quality in some sense or other."
14556:18,0.5644444444444444,0.11686913580246913,1.2542938300808328,0.6681245472552043,(1.2542938300808328  0.6681245472552043),[0.8559951  0.20000506],[0.07109158722469304  0.07501517513561148],[1.0  0.85  0.38  0.17  0.14  0.11  0.84  0.69  0.9],[0.22222222 0.11111111 0.11111111 0.         0.11111111 0.22222222 0.22222222],"i've done that once or twice."
35369:98,0.5044444444444445,0.11720246913580246,0.4169770524656993,0.40375602878276196,(0.4169770524656993  0.40375602878276196),[0.77295129 0.15631263],[0.12283452595583101  0.08765367688728917],[0.88  0.12  0.81  0.74  0.1  0.36  0.98  0.5  0.05],[0.33333333 0.         0.11111111 0.11111111 0.         0.22222222 0.22222222],"well, we've, uh, we've, we've test driven the oldsmobile delta eighty-eight and a cutlass supreme and a used cadillac, about three or four years old because, uh, i get married  in a couple of weeks"
21517:53,0.4144444444444444,0.08618024691358024,0.5604956636746181,0.5773065336245162,(0.5604956636746181  0.5773065336245162),[0.23042202 0.78335096],[0.11678056032192721  0.012035097211837239],[0.16  0.0  0.39  0.29  0.46  0.79  0.08  0.8  0.76],[0.11111111 0.11111111 0.22222222 0.11111111 0.         0.33333333 0.        ],"do you think that's why most rock stars nowadays keep their marriages secret , or at least they keep it quiet ."
9650:26:00,0.35222222222222227,0.09275061728395062,0.6140018404922182,1.7976274318271543,(0.6140018404922182  1.7976274318271543),[0.06933373 0.52086281],[0.04110654177613821  0.1869272743621216],[0.17  0.0  0.32  0.7  0.05  0.44  0.09  0.97  0.43],[0.22222222 0.11111111 0.11111111 0.22222222 0.11111111 0. 0.11111111],"and i usually make time in my day or my week, you know,  to watch those."
7017:103,0.45999999999999996,0.15015555555555554,0.3648873850782661,0.4192358238049163,(0.3648873850782661  0.4192358238049163),[0.13601471 0.86481266],[0.09793112919632631  0.0969046943667508],[0.07  1.0  0.01  0.34  0.7  0.0  1.0  0.76  0.26],[0.22222222 0.11111111 0.11111111 0.         0.11111111 0.11111111 0.22222222],"well the, the other thing some people are not aware of , is they will use their a, their credit card like their visa or their mastercard for cash."
12033:60,0.41,0.1282,0.3789194735802037,0.6333221590226759,(0.3789194735802037  0.6333221590226759),[0.17720384 0.87658677],[0.09354491394278043  0.10897354061892178],[0.35  0.98  0.24  0.99  0.03  0.14  0.66  0.0  0.3],[0.22222222 0.11111111 0.22222222 0.         0.11111111 0. 0.22222222],"i mean, what do you think we can, uh, i guess  as individuals or as a group, do  about, uh, air pollution.."
128793:82,0.0488888888888889,0.0047432098765432095,0.23241441894493525,0.6508667254766789,(0.23241441894493525  0.6508667254766789),[0.02625 0.23   ],[0.019032045455044132  0.0007071067811865475],[0.02  0.01  0.0  0.07  0.23  0.07  0.01  0.03  0.0],[0.66666667 0.11111111 0.         0.         0.         0. 0.        ],"and, uh, you have  to be more flexible and more willing  to, uh, uh, adjust to other people's mannerisms and customs or ways of doing things."
150988:24,0.4144444444444444,0.0615358024691358,0.9029893918598483,0.34202771409155575,(0.9029893918598483  0.34202771409155575),[0.63655178 0.23681242],[0.11631093338588042  0.09514777890808991],[0.23  0.18  0.03  0.35  0.5  0.55  0.33  0.86  0.7],[0.11111111 0.22222222 0.22222222 0.22222222 0.11111111 0. 0.11111111],"but it's just whether the prosecutor or the defense attorney feels like, you know,"
49324:208,0.33222222222222225,0.1062395061728395,0.1880825019627966,0.4083021479192491,(0.1880825019627966  0.4083021479192491),[0.11628491 0.76076371],[0.05937381012313632  0.11598179024094694],[0.1  0.07  0.91  0.54  0.84  0.27  0.18  0.02  0.06],[0.44444444 0.22222222 0.         0.11111111 0.         0.11111111 0.11111111],"on a, on a, on a, what we would, you know, what you described  as your house and what i would describe  as my house say, for example, in pensacola, florida, on that house with the homestead exemption and so forth and so on, might pay three or four hundred dollars a year taxes."
62188:33,0.6944444444444444,0.09106913580246914,0.36104232517738644,0.2420939246154341,(0.36104232517738644  0.2420939246154341),[0.29663026 0.89324443],[0.05238459823603279  0.08726719661564296],[0.26  0.4  0.98  0.94  0.99  0.68  0.77  1.0  0.23],[0.         0.22222222 0.11111111 0.         0.11111111 0.11111111 0.44444444],"well, i don't know if i know anything or not,"
152062:17,0.5155555555555555,0.13966913580246912,0.37184709425305684,0.4109494914915835,(0.37184709425305684  0.4109494914915835),[0.20585122 0.90599713],[0.10355416926280489  0.08759866367547543],[0.69  0.35  0.38  0.09  0.97  0.99  0.01  0.97  0.19],[0.22222222 0.11111111 0.22222222 0.         0.11111111 0. 0.33333333],"you maybe get two or three a year."
84819:49,0.6522222222222221,0.12415061728395063,0.6692162356377563,0.39805510391151566,(0.6692162356377563  0.39805510391151566),[0.29926068 0.9437403 ],[0.14338698952092704  0.04925412175717417],[0.42  0.24  0.97  1.0  0.0  1.0  0.81  0.5  0.93],[0.         0.11111111 0.11111111 0.11111111 0.         0.11111111 0.44444444],"i mean, in all the tourist brochures you read about what you should  or should not  do ."
127793:67,0.38222222222222224,0.1620172839506173,0.20836179499746338,0.3189080103002442,(0.20836179499746338  0.3189080103002442),[0.80365438 0.04381903],[0.13986441952487472  0.04224693296873648],[0.02  0.0  1.0  0.53  0.71  0.0  0.98  0.04  0.16],[0.22222222 0.11111111 0.         0.11111111 0.11111111 0. 0.22222222],"and it goes into all the movies,  previewing the movies that  are going  to be released  or behind the scenes."
169818:51,0.3455555555555555,0.06149135802469135,1.1963109081661711,0.788631846976481,(1.1963109081661711  0.788631846976481),[0.60250062 0.14012103],[0.015325899410030463  0.08744377744910202],[0.64  0.31  0.59  0.59  0.59  0.26  0.1  0.01  0.02],[0.33333333 0.11111111 0.11111111 0.         0.44444444 0. 0.        ],"i mean a lot of, a lot of people as kids or, you know, young people get into some things that they get out of  later on"
176020:91,0.7166666666666666,0.0748,0.9870226460710552,0.20912740996071602,(0.9870226460710552  0.20912740996071602),[0.80375 0.02   ],[0.08916120033084635  0.0007071067811865475],[0.75  0.57  0.86  0.88  0.65  0.02  0.95  0.92  0.85],[0.11111111 0.         0.         0.11111111 0.11111111 0.22222222 0.44444444],"and, and we put twenty-eight hundred dollars on the charge. along with my trip to japan which  was, was fourteen or fifteen hundred dollars."
55886:44,0.4422222222222222,0.06301728395061729,0.5656147301620329,3.1845218117827168,(0.5656147301620329  3.1845218117827168),[0.37751933 0.95999998],[0.12885050472915718  0.0007071067811865475],[0.43  0.14  0.66  0.39  0.06  0.96  0.49  0.36  0.49],[0.22222222 0.         0.22222222 0.33333333 0.11111111 0. 0.11111111],"since we live here and we all  benefit, rich, poor or in between, uh, there are benefits even for those who  have it the hardest."
148616:32,0.508888888888889,0.13623209876543207,1.4562234701030548,0.543865456319063,(1.4562234701030548  0.543865456319063),[0.82600369 0.11251796],[0.055247696638479275  0.08966447781055768],[0.84  0.11  0.02  0.68  0.87  0.32  0.0  0.83  0.91],[0.22222222 0.         0.11111111 0.         0.11111111 0.22222222 0.22222222],"uh, i haven't done any of the oil or watercolor."
136406:56,0.8922222222222224,0.016483950617283954,0.11394228161627513,0.05893725649862698,(0.11394228161627513  0.05893725649862698),[0.98166666 0.71333333],[0.016045079729374277  0.014546863519940235],[0.71  0.95  0.74  1.0  1.0  1.0  0.95  0.69  0.99],[0.         0.         0.         0.         0.22222222 0.11111111 0.66666667],"well, it, uh, depending on its moisture content, it either swells up or shrinks,"
60507:76,0.5233333333333334,0.15082222222222225,0.495479631602312,0.3762575537447941,(0.495479631602312  0.3762575537447941),[0.77831842 0.01333269],[0.12448316369217888  0.013351909047928726],[0.85  0.04  0.98  0.0  1.0  0.0  0.56  0.59  0.69],[0.11111111 0.         0.         0.11111111 0.22222222 0.11111111 0.22222222],"you see all these people, yeah, these stately people, and well dressed people out walking their dogs with their plastic bag or their piece of paper for them,"
11323:99,0.31555555555555553,0.09793580246913582,0.4647801222409573,0.6437192243940965,(0.4647801222409573  0.6437192243940965),[0.84501341 0.16432339],[0.04596739814871357  0.10431142214418006],[0.91  0.35  0.18  0.22  0.0  0.78  0.03  0.37  0.0],[0.11111111 0.22222222 0.22222222 0.         0.         0.11111111 0.11111111],"that's what i do  with a lot of my daughter's things is i'll store her, you know, like her out dated or, out of, out of season clothes in them."
130589:20,0.4677777777777778,0.1074617283950617,0.17387029042882812,0.2504654444055585,(0.17387029042882812  0.2504654444055585),[0.24833579 0.90666731],[0.0861672541775114  0.04333901501739737],[0.15  0.22  0.22  0.83  0.5  0.27  0.13  0.98  0.91],[0.11111111 0.44444444 0.         0.11111111 0.         0.11111111 0.22222222],"and i went to a vineyard or two in germany."
99865:30,0.538888888888889,0.14247654320987657,0.5361373186764837,0.4267632427117384,(0.5361373186764837  0.4267632427117384),[0.84917622 0.1505475 ],[0.09458959674153111  0.11639086108561295],[0.0  0.99  0.7  0.21  0.39  1.0  0.86  0.0  0.7],[0.         0.11111111 0.11111111 0.         0.22222222 0. 0.33333333],"i was way out to the west maybe four or five miles from, from the city limits"
71989:47,0.43222222222222223,0.0957283950617284,0.39283579192175583,0.5161768174871404,(0.39283579192175583  0.5161768174871404),[0.23177621 0.83334499],[0.1051349031138945  0.02963618539209916],[0.28  0.15  0.79  0.43  0.07  0.4  0.06  0.82  0.89],[0.22222222 0.22222222 0.11111111 0.11111111 0.         0.22222222 0.11111111],"just, because yo-, you don't like  to or because, because you won't be able  to."
73408:63,0.29666666666666663,0.07813333333333333,0.8021992871824832,1.4300320728512586,(0.8021992871824832  1.4300320728512586),[0.54980285 0.07629571],[0.1462269956448458  0.04784676874635891],[0.16  0.0  0.09  0.87  0.14  0.35  0.0  0.51  0.55],[0.22222222 0.11111111 0.11111111 0.22222222 0.         0. 0.11111111],"they had stayed with this family from the time these children were small, you know, four or five years old , up until they were well into grade school."
174875:45,0.588888888888889,0.13036543209876542,0.6762784452829413,0.3991141507376178,(0.6762784452829413  0.3991141507376178),[0.81585483 0.12546528],[0.10863905978503055  0.11918783909605522],[0.98  0.89  0.66  0.36  0.79  0.02  0.99  0.61  0.0],[0.11111111 0.         0.11111111 0.         0.22222222 0.11111111 0.33333333],"then do they give you like one ch-, one more chance or two more chances."
12128:43,0.4333333333333333,0.13591111111111112,1.2717331389339224,0.8187722945039109,(1.2717331389339224  0.8187722945039109),[0.11599996 0.82999977],[0.0664266608927096  0.07599716928880047],[0.97  0.26  0.82  0.12  0.02  0.67  0.01  0.17  0.86],[0.33333333 0.22222222 0.         0.         0.11111111 0.11111111 0.22222222],"well, it just means if you don't pollute, right, or you pollute very little you don't have  to pay any tax"
63575:56,0.33111111111111113,0.10647654320987655,0.2215080267159959,0.5192453450074699,(0.2215080267159959  0.5192453450074699),[0.11624291 0.75587334],[0.04910472759263624  0.13368506702845567],[0.53  0.11  0.16  0.11  0.03  0.24  0.05  0.98  0.77],[0.44444444 0.22222222 0.         0.11111111 0.         0.11111111 0.11111111],"because all you end up  doing  is if you're in business or you're in any kind of international,"
173701:143,0.4855555555555556,0.15946913580246916,0.16610750479643965,0.16830071565480767,(0.16610750479643965  0.16830071565480767),[0.83199998 0.0525    ],[0.0873413147321522  0.03293743972814408],[0.99  0.0  0.12  0.07  0.78  0.02  0.63  0.84  0.92],[0.33333333 0.         0.         0.         0.11111111 0.22222222 0.22222222],"so you're saying that the taxpayer who  also is really paying through the pocketbook for the education of the child may not be quite so conscious of the fact that they are paying the tuition for that child in the form of, uh, real estate or other taxes."
163053:76,0.45222222222222214,0.14497283950617282,0.29313438922974666,0.3564238275335878,(0.29313438922974666  0.3564238275335878),[0.84511718 0.14467019],[0.13312721966252866  0.08742669033964713],[0.15  0.92  0.3  0.23  0.95  0.98  0.01  0.52  0.01],[0.22222222 0.22222222 0.11111111 0.11111111 0.         0. 0.33333333],"now, if he comes in and says, you know, i'll repair your, your v c r, or somebody else's v c r, for a hundred dollars, gets in there, maybe it's a blown fuse,"
162164:181,0.6655555555555556,0.09446913580246913,1.104628398749486,0.5485057193937989,(1.104628398749486  0.5485057193937989),[0.80529703 0.16911213],[0.12106363073424406  0.07112402931124819],[0.83  0.54  0.27  0.71  0.64  1.0  0.07  1.0  0.93],[0.11111111 0.11111111 0.         0.11111111 0.22222222 0.11111111 0.33333333],"but i think they're obliged  to have these things because hertz and avis and those folks have it  in their contract that they can sell it back to g m after, you know, it's, after they've used it for six months and put you know, twelve or fifteen thousand miles, on it."
70127:16,0.4077777777777778,0.1276395061728395,0.7942318578412597,0.9009600481710369,(0.7942318578412597  0.9009600481710369),[0.24984105 0.96510265],[0.1588997013187524  0.024758727891589474],[0.03  0.44  0.0  0.25  0.93  0.0  1.0  0.47  0.55],[0.11111111 0.11111111 0.         0.33333333 0.         0. 0.22222222],"that's the second or third year in a row that we've had a real rainy spring ."
42958:70,0.40222222222222226,0.13557283950617285,0.16452609826963388,0.26960135159648124,(0.16452609826963388  0.26960135159648124),[0.8933362  0.15667584],[0.05548191713807139  0.09847701027623017],[0.07  0.1  0.13  0.91  0.79  0.45  0.02  0.98  0.17],[0.44444444 0.11111111 0.         0.11111111 0.         0.11111111 0.22222222],"but, boy if someone did break in, i don't, i don't know that i could or would even grab it."
17825:58,0.28111111111111114,0.06754320987654322,0.3348855922417726,0.45222759489549264,(0.3348855922417726  0.45222759489549264),[0.11008252 0.62336506],[0.07670602661703356  0.04176465844539488],[0.0  0.66  0.25  0.54  0.24  0.0  0.15  0.67  0.02],[0.11111111 0.33333333 0.         0.11111111 0.22222222 0. 0.        ],"it's, it's tough on the joints if you jog on concrete, or on asphalt."
71717:36,0.29888888888888887,0.12123209876543209,0.08409601297651073,0.2589730562613869,(0.08409601297651073  0.2589730562613869),[0.11857143 0.93000001],[0.06385962050928173  0.04950252013100959],[0.06  0.31  0.12  0.86  0.04  0.15  0.13  0.02  1.0],[0.55555556 0.11111111 0.11111111 0.         0.         0. 0.22222222],"i don't know if you have had that problem there or not."
37097:119,0.4111111111111111,0.1131432098765432,0.40766016949706085,0.5279734032926746,(0.40766016949706085  0.5279734032926746),[0.75678353 0.1348951 ],[0.10029328526996126  0.08860983621509712],[0.31  0.9  0.0  0.55  0.71  0.13  0.0  0.23  0.87],[0.11111111 0.11111111 0.11111111 0.11111111 0.11111111 0. 0.22222222],"but i, i just don't think they have the resources, if you were  to compare, uh, the americans to the soviets as far as home computers  are concerned  or fact machines, fax machines and cellular phones, and state of the art equipment that we are so used to ."
112292:38,0.36777777777777776,0.11935061728395062,0.30995770092453834,0.6324536698933829,(0.30995770092453834  0.6324536698933829),[0.20146129 0.95000704],[0.11881715997874129  0.0353624174963227],[0.2  0.0  0.05  0.9  0.08  0.29  1.0  0.53  0.26],[0.22222222 0.22222222 0.11111111 0.11111111 0.         0. 0.22222222],"and he'll just eat chips until we've got three or four baskets coming back."
151776:116,0.778888888888889,0.080920987654321,0.7185219710190256,0.16776792573726412,(0.7185219710190256  0.16776792573726412),[0.9176937  0.30755961],[0.0489148475495238  0.16105836035707566],[0.51  0.88  0.98  0.8  1.0  0.99  0.9  0.87  0.08],[0.11111111 0.         0.         0.11111111 0.         0.11111111 0.66666667],"that's why your diesel engines have such high compression ratios  as the, as the air is heated, you know, by virtue of the compression process to like one to nineteen or nineteen to one ratio."
171205:49,0.4977777777777777,0.11326172839506171,0.17480050412966516,0.21370538513182413,(0.17480050412966516  0.21370538513182413),[0.8625 0.206 ],[0.05643470697673096  0.060104079547808525],[0.85  0.77  0.11  0.2  0.36  0.15  0.99  0.21  0.84],[0.11111111 0.33333333 0.11111111 0.         0.         0.33333333 0.11111111],"so you think if, if trials were held  by judges or experts, that they, they would tend  not to, uh, admit, not to convict people on circumstantial evidence."
106499:91,0.5666666666666667,0.10386666666666668,0.11932615109254932,0.13633295373917348,(0.11932615109254932  0.13633295373917348),[0.92000002 0.284     ],[0.027847803520783698  0.054520639494987914],[0.36  0.38  0.26  0.86  0.93  0.92  0.25  0.97  0.17],[0.         0.33333333 0.22222222 0.         0.         0. 0.44444444],"and that, the other major factor is that she needs blood transfusions every week to ten days, and would have  to be hospitalized  a day or two,"
2462:69,0.2877777777777778,0.1471283950617284,0.1143114579932259,0.26720700109430173,(0.1143114579932259  0.26720700109430173),[0.09285714 0.97      ],[0.09469871670295799  0.021224986119260176],[0.01  0.02  0.0  0.38  0.03  0.01  0.94  1.0  0.2],[0.44444444 0.11111111 0.11111111 0.         0.         0. 0.22222222],"the question was, um, what, what is your opinion of youth, uh, spending a year or two in, in public service."
67486:48,0.6233333333333334,0.1356888888888889,0.18693695056712323,0.09573233906057443,(0.18693695056712323  0.09573233906057443),[0.11333334 0.87833332],[0.06386139633009626  0.04680575127020768],[0.87  0.84  0.1  0.89  0.89  0.78  0.01  1.0  0.23],[0.22222222 0.11111111 0.         0.         0.         0.22222222 0.44444444],"i mean, around texas, you, you got about five or six,"
8889:22:00,0.41555555555555557,0.05871358024691358,0.2485337082865387,0.21652577290860323,(0.2485337082865387  0.21652577290860323),[0.62399988 0.15499997],[0.0520818731822829  0.039534792767201905],[0.13  0.68  0.51  0.57  0.65  0.18  0.23  0.71  0.08],[0.22222222 0.22222222 0.         0.22222222 0.33333333 0. 0.        ],"i make a lot of afghans or used  to make a lot of them."
75070:30,0.46888888888888886,0.07543209876543208,0.4952341346290963,0.38837309830285405,(0.4952341346290963  0.38837309830285405),[0.18305289 0.698073  ],[0.07834682061612815  0.0633950053868296],[0.23  0.69  0.68  0.56  0.34  0.07  0.84  0.72  0.09],[0.22222222 0.11111111 0.11111111 0.11111111 0.22222222 0.22222222 0.        ],"it's all new wiring up in the attic, or i guess crawl space,"
36223:17,0.4088888888888889,0.11760987654320987,0.27217105494404303,0.4687976425521514,(0.27217105494404303  0.4687976425521514),[0.86667071 0.18001106],[0.07356570798968178  0.08318707853260793],[0.17  0.72  0.26  0.05  0.36  0.95  0.02  0.93  0.22],[0.22222222 0.33333333 0.11111111 0.         0.         0.11111111 0.22222222],"picking up the garbage or educating our kids."
